startyear,cruiseseries,cruise,callsignal,platformname,missionid,n_stations,n_records,included,excluded_records,exclusion_reason
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1299,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1300,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1301,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1302,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1303,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1304,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1305,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1306,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1307,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1308,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1309,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1310,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1311,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1312,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1313,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1314,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1315,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1316,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1317,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1318,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1319,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1320,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1321,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1322,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1323,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1324,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1325,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1326,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1327,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1328,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1329,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1330,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1331,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1332,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1333,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1334,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1335,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1336,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1337,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1338,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1339,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1340,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1341,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1342,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1343,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1344,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1345,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1346,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1347,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1348,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1349,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1350,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1351,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1352,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1353,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1354,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1355,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1356,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1357,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1358,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1359,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1360,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1361,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1362,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1363,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1364,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1365,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1366,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1367,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1368,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1369,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1370,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1371,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1372,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1373,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1374,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1375,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1376,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1377,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1378,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1379,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1380,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1381,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1382,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1383,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1384,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1385,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1386,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1387,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1388,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1389,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1390,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1391,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1392,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1393,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1394,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1395,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1396,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1397,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1398,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1399,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1400,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1401,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1402,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1403,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1404,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1405,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1406,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1407,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1408,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1409,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1410,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1411,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1412,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1413,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1414,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1415,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1416,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1417,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1418,1,1,FALSE,1,Russian EEZ
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1419,1,1,FALSE,1,Russian EEZ
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1420,1,1,FALSE,1,Russian EEZ
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1421,1,1,FALSE,1,Russian EEZ
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1422,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1423,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1424,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1425,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1426,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1427,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1428,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1429,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1430,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1431,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1432,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1433,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1434,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1435,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1436,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1437,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1438,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1439,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1440,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1441,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1442,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1443,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1444,1,1,TRUE,0,NA
2001,BHtokt,Bar2001.txt,LAHV,Jan Mayen,2001_1445,1,1,TRUE,0,NA
2001,BSS,2001110,LHUW,Michael Sars,2001_36,89,267,FALSE,1,Russian EEZ
2001,BSS,2001801,LAHV,Jan Mayen,2001_29,113,339,TRUE,0,NA
2001,CoastalS,2001213,LDGJ,Johan Hjort,2001_35,53,159,TRUE,0,NA
2001,CoastalS,2001832,LAHV,Jan Mayen,2001_179,125,375,TRUE,0,NA
2001,EggaN,2001001,LAOW,Varegg,2001_54,187,561,TRUE,0,NA
2001,Other,2001807,LARD,Ståltor,2001_100,4,12,TRUE,0,NA
2001,Other,2001808,LAHV,Jan Mayen,2001_30,88,264,FALSE,1,Russian EEZ
2001,Other,2001831,JXJQ,Havbryn,2001_60,91,273,TRUE,0,NA
2001,Other,2001836,LAHV,Jan Mayen,2001_7,90,270,FALSE,1,Russian EEZ
2001,WinterS,2001002,LLZG,G.O.Sars,2001_26,175,525,FALSE,1,Russian EEZ
2001,WinterS,2001202,LDGJ,Johan Hjort,2001_22,145,435,FALSE,1,Russian EEZ
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1001,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1002,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1003,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1004,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1005,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1006,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1007,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1008,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1009,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1010,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1011,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1012,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1013,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1014,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1015,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1016,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1017,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1018,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1019,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1020,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1021,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1022,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1023,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1024,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1025,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1026,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1027,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1028,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1029,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1030,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1031,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1032,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1033,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1034,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1035,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1036,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1037,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1038,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1039,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1040,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1041,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1042,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1043,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1044,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1045,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1046,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1047,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1048,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1049,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1050,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1051,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1052,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1053,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1054,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1055,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1056,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1057,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1058,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1059,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1060,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1061,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1062,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1063,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1064,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1065,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1066,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1067,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1068,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1069,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1070,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1071,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1072,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1073,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1074,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1075,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1076,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1077,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1078,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1079,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1080,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1081,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1082,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1083,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1084,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1085,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1086,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1087,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1088,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1089,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1090,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1091,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1092,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1093,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1094,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1095,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1096,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1097,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1098,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1099,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1100,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1101,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1102,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1103,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1104,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1105,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1106,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1107,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1108,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1109,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1110,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1111,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1112,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1113,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1114,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1115,1,1,TRUE,0,NA
2002,BHtokt,Bar2002.txt,LAHV,Jan Mayen,2002_1116,1,1,TRUE,0,NA
